"대여소
번호",보관소(대여소)명,자치구,상세주소,위도,경도
2709,강변아파트 310동 앞,강서구,강서구 가양동 1459-8 ,37.56458664,126.8569183
2710,라이품 공영주차장 앞,강서구,강서구 강서로 515,37.57131958,126.8416672
2711,가로공원공영주차장 1번 출구,강서구,강서구 가로공원로 193,37.53736115,126.8374481
2712,화곡터널입구교차로,강서구,강서구 가로공원로 238 ,37.53835678,126.8423615
2713,우장초등학교 앞,강서구,강서구 화곡로 263,37.54853439,126.8466721
2715,마곡나루역 2번 출구 ,강서구,강서구 마곡중앙5로 6 ,37.56692505,126.8274384
2716,롯데 R&D 센터,강서구,강서구 마곡동 301-2 ,37.57094193,126.8283157
2717,LG유플러스 마곡사옥,강서구,강서구 마곡중앙8로 71,37.56133652,126.8339005
2718,마곡수명산파크1단지,강서구,강서구 마곡동 728-148 ,37.55524826,126.8322983
2719,마곡문화공원,강서구,강서구 마곡중앙8로 20,37.56121063,126.8303452
2720,힐스테이트에코,강서구,강서구 마곡동 727-1120,37.55965805,126.8296051
2721,등촌1-10단지 교차로,강서구,강서구 강서로 419,37.56320572,126.8393631
2722,마곡 문영비지웍스,강서구,강서구 강서로 391,37.56188202,126.8391571
2723,마곡 필네이처,강서구,강서구 마곡동 727-1190,37.56089401,126.8366928
2724,(재)FITI시험연구원,강서구,강서구 마곡동 727-211,37.56848526,126.8385696
2725,서울식물원 식물문화센터,강서구,강서구 마곡동 727-305,37.56883621,126.8356323
2727,서울식물원 잔디마당 앞,강서구,강서구 마곡동 727-558,37.56408691,126.8308487
2728,마곡나루역 3번 출구,강서구,강서구 마곡동 372-23,37.56580353,126.8280792
2729,넥센 유니버시티 앞,강서구,강서구 마곡동 301-2,37.56948471,126.8280945
2730,마곡메가박스 앞,강서구,강서구 마곡동 727-1179,37.55912781,126.8349533
2731,명덕고교,강서구,강서구 마곡동 728-46,37.55524063,126.8347168
2732,마곡수명산 1-2단지 ,강서구,강서구 마곡동 728-350,37.5553093,126.8298569
2733,마곡13단지 정문 앞,강서구,강서구 마곡동 730-417 ,37.5586319,126.8199158
2735,마곡 공공청사,강서구,강서구 마곡서로 101 ,37.56229401,126.8239517
2737,까치산역 3번 출구,강서구,강서로 45,37.53158951,126.8466415
2739,수명산파크1단지교차로,강서구,강서로47길 142,37.55363083,126.8286133
2740,마곡레포츠센터,강서구,양천로 251,37.57297516,126.8324432
2741,마곡수명산파크5-6단지,강서구,강서구 내발산동 751-1,37.55061722,126.8268814
2742,강서구민올림픽체육센터,강서구,화곡로65길 62,37.55990601,126.8504257
2743,동신아파트 104동 앞,강서구,강서로532,37.57204437,126.8440018
2744,강서세무서앞,강서구,마곡서1로 60,37.56209183,126.8209686
2745,수명초등학교,강서구,수명로1길 84,37.5525589,126.8231125
2746,수명산파크4단지411동 앞,강서구,내발산동 751-6,37.55134964,126.8249359
3753,공항중학교 버스정류장,강서구,공항동9-12,37.56113434,126.8161011
3754,신방화역 8번출구,강서구,초원로16길3-9,37.5674057,126.8162155
3756,마곡힐스테이트 정문,강서구,마곡중앙3로74,37.56497574,126.8174057
3757,신방화역 6번출구,강서구,방화대로294,37.56692886,126.8168411
3758,서울남부출입국관리소,강서구,마곡동730-280,37.56059265,126.8208466
3759,이대서울병원,강서구,마곡동728-10,37.5586319,126.8355942
3760,발산역 8번 출구,강서구,마곡동727-1222,37.55846024,126.8367615
3761,나이아가라관광호텔,강서구,양천로743,37.5490303,126.8783646
3762,마곡9단지 907동앞,강서구,강서구 마곡동 730-868,37.5606842,126.8191834
3763,등촌태영아파트,강서구,양천로590,37.55603027,126.864296
3764,관문주유소(GS칼택스) 앞,강서구,강서구 공항대로 308,37.55802917,126.841835
3765,문소빌딩,강서구,화곡로229,37.54555511,126.8444977
3766,강서문화센터,강서구,화곡로215,37.54457855,126.8437805
3767,대원빌딩,강서구,화곡로228,37.54536819,126.8447037
3769,증미역 2번출구,강서구,강서구 화곡로 347,37.55713272,126.8631439
3770,남부순환로 205,강서구,남부순환로 205,37.54739761,126.8214111
3772,길성그랑프리텔아파트,강서구,방화대로319,37.5692482,126.8165054
3774,마곡9단지 910동 상가앞,강서구,강서구 마곡동 730-854,37.56108475,126.8167954
3775,가양오토갤러리,강서구,강서로74길58,37.56644058,126.844307
3776,김포공항교차로,강서구,방화동651-1,37.5675354,126.8051834
3778,김포공항입구 교차로,강서구,방화동621-6,37.56179428,126.80793
3779,유광사여성병원,강서구,강서로191,37.54323959,126.8386307
3780,등촌서광아파트,강서구,공항대로45길68-6,37.55755234,126.8562546
3781,강서아동복지센터,강서구,금낭화로26가길 130,37.58458328,126.8109207
3782,겸재정선미술관,강서구,강서구 양천로47길 24 ,37.57128906,126.8377762
3783,마곡금호어울림아파트,강서구,강서구 양천로47길 90,37.57410049,126.8371124
3784,벽산아파트,강서구,양천로47길 112 ,37.57531738,126.8366699
3785,마곡14단지 1408동앞,강서구,강서구 마곡동 729-20,37.55737305,126.8233261
3786,강서힐스테이트 상가 앞,강서구,강서구 강서로 242,37.54663849,126.8365784
3787,가양나들목,강서구,강서구 가양동 1456-6,37.57386398,126.8434753
3788,정곡나들목,강서구,강서구 방화동 57-5번지,37.5841713,126.8193283
3789,염창나들목,강서구,강서구 염창동 223-4번지,37.55680466,126.8715591
3792,화곡본동시장 입구,강서구,화곡로206,37.54382706,126.843689
3793,더리브골드타워,강서구,양천로400-12,37.56557083,126.8462448
3794,안양천합수부(현대3차아파트),강서구,강서구 염창동 222,37.55224609,126.8764877
3795,공항신성빌딩 앞,강서구,강서구 공항대로 49-2 ,37.56130981,126.8130722
3796,송정역 3번출구 앞,강서구,강서구 공항대로 48,37.56096268,126.8126907
3797,마곡수명산파크7단지 710동 앞,강서구,강서구 내발산동 755,37.54857254,126.8207626
3798,그랜드아이파트아파트 앞,강서구,강서구 화곡로 347,37.55510712,126.8515472
3799,국립항공박물관,강서구,국립항공박물관 경내,37.55688477,126.8092651
3801,이랜드글로벌R&D센터,강서구,강서구 마곡동 727-356,37.56719208,126.8347549
5052,마곡역 7번출구,강서구,강서구 마곡동 798,37.55974579,126.8243866
5053,신마곡벽산블루밍메트로오피스텔앞,강서구,강서구 방화동 904,37.57108688,126.8075409
5055,마곡역5번출구앞,강서구,강서구 마곡동 799,37.55905914,126.8270493
5056,"마곡역4,5번출구",강서구,강서구 마곡동 799,37.55932999,126.827179
5057,마곡역4번출구,강서구,강서구 마곡동 799,37.55931091,126.8274384
5059,화곡2동주민센터,강서구,강서구 곰달래로37길13,37.5318222,126.8546219
5061,우장산동 가곡어린이공원앞,강서구,강서구 내발산동 657-2,37.55545425,126.8375168
5062,마곡동 767-6,강서구,강서구 마곡동 767-6,37.56354141,126.8245544
5063,"서남환경공원
(방화동도시개발2단지방향)",강서구,강서구 마곡동 223-64,37.57334137,126.8233185
5064,양천향교역8번출구,강서구,강서구 마곡동 776,37.56902695,126.8398819
5065,허준박물관삼거리,강서구,강서구 가양동 1500-1,37.56724548,126.8503876
5066,아망떼마곡전시장,강서구,강서구 마곡동로 31,37.55791473,126.8329773
5067,염참동 새마을금고 앞,강서구,강서구 염창동 양천로699,37.55085754,126.8723373
5070,마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.8186951
5072,김포공항입구 교통섬,강서구,공항동 74-5,37.56154633,126.8070831
5073,우장산역 헤링턴타워 앞,강서구,화곡동 1013-3,37.54661942,126.8362351
5074,"마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,강서구 마곡동 798-17,37.55823517,126.8257599
5075,등촌역 1번출구,강서구,강서구 등촌동 649-14,37.5518837,126.8635712
5076,메이필드호텔앞,강서구,강서구 외발산동 276-9,37.549263,126.8167419
5078,왈도강서캠퍼스 앞,강서구,강서구 양천로 660,37.55221558,126.870224
5080,가양역 1번출구,강서구,양천로57길 10-20,37.56250763,126.8527527
5082,가양역 7번출구,강서구,화곡로 416,37.56019592,126.8549118
